06/09/2025-06:54:30.842445  [**] [1:2000300:3] [SlowRead] Excessive Small TCP Payloads - Possible Slow Read DoS [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46710 -> 192.168.100.4:80
06/09/2025-06:54:30.842445  [**] [1:2000400:1] [SlowRead] Simulated Long-Lived Connection - Many Small Packes Over Time [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46710 -> 192.168.100.4:80
06/09/2025-06:54:31.868058  [**] [1:2000100:1] [SLOWREAD] Small TCP Window Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46810 -> 192.168.100.4:80
06/09/2025-06:54:31.976672  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:58998 -> 192.168.100.4:80
06/09/2025-06:54:32.380048  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46908 -> 192.168.100.4:80
06/09/2025-06:54:32.380557  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46884 -> 192.168.100.4:80
06/09/2025-06:54:36.959086  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:59008 -> 192.168.100.4:80
06/09/2025-06:54:36.963004  [**] [1:2000300:3] [SlowRead] Excessive Small TCP Payloads - Possible Slow Read DoS [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:59008 -> 192.168.100.4:80
06/09/2025-06:54:41.934586  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:58604 -> 192.168.100.4:80
06/09/2025-06:54:42.618365  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46540 -> 192.168.100.4:80
06/09/2025-06:54:45.693354  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46824 -> 192.168.100.4:80
06/09/2025-06:54:45.692858  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46792 -> 192.168.100.4:80
06/09/2025-06:54:45.693354  [**] [1:2000100:1] [SLOWREAD] Small TCP Window Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46824 -> 192.168.100.4:80
06/09/2025-06:54:46.966156  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:39466 -> 192.168.100.4:80
06/09/2025-06:54:46.966925  [**] [1:2000300:3] [SlowRead] Excessive Small TCP Payloads - Possible Slow Read DoS [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:39466 -> 192.168.100.4:80
06/09/2025-06:54:46.966925  [**] [1:2000400:1] [SlowRead] Simulated Long-Lived Connection - Many Small Packes Over Time [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:39466 -> 192.168.100.4:80
06/09/2025-06:54:46.966925  [**] [1:2000100:1] [SLOWREAD] Small TCP Window Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:39466 -> 192.168.100.4:80
06/09/2025-06:54:52.005297  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:39472 -> 192.168.100.4:80
06/09/2025-06:54:57.005031  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:39486 -> 192.168.100.4:80
06/09/2025-06:54:57.005482  [**] [1:2000300:3] [SlowRead] Excessive Small TCP Payloads - Possible Slow Read DoS [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:39486 -> 192.168.100.4:80
06/09/2025-06:55:01.980324  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:54428 -> 192.168.100.4:80
06/09/2025-06:55:07.037301  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:54442 -> 192.168.100.4:80
06/09/2025-06:55:09.243609  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46424 -> 192.168.100.4:80
06/09/2025-06:55:09.243519  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46536 -> 192.168.100.4:80
06/09/2025-06:55:12.022127  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:38712 -> 192.168.100.4:80
